theodolite_number , marker_number , status , elevation , azimuth , distance , sec , nsec
1 , 1 , 0 , 1.570796327 , 5.776036589 , 22.35467 , 1657288853 , 483663409
1 , 2 , 0 , 1.570796327 , 6.097787144 , 14.13213 , 1657288928 , 283162911
1 , 3 , 0 , 1.570796327 , 1.385398163 , 14.13213 , 1657289322 , 292766771
1 , 4 , 0 , 1.570796327 , 1.707148718 , 22.35067 , 1657289518 , 295531645
2 , 1 , 0 , 1.570796327 , 5.497787144 , 28.27427 , 1651699930 , 548947686
2 , 2 , 0 , 1.570796327 , 5.819537698 , 22.35067 , 1651700003 , 749119013
2 , 3 , 0 , 1.570796327 , 0.463647609 , 22.35067 , 1651700397 , 754574071
2 , 4 , 0 , 1.570796327 , 0.785398163 , 28.27427 , 1651700593 , 756974725
3 , 1 , 0 , 1.570796327 , 5.695182704 , 36.04551 , 1616541970 , 470029240
3 , 2 , 0 , 1.570796327 , 5.961434753 , 31.61277 , 1616542045 , 271654472
3 , 3 , 0 , 1.570796327 , 0.321750554 , 31.61277 , 1616542437 , 270316718
3 , 4 , 0 , 1.570796327 , 0.588002604 , 36.04551 , 1616542633 , 272786956
